invoice_id,po_id,vendor_id,vendor_name,invoice_date,due_date,invoice_amount,payment_terms_days,actual_payment_days,status,discrepancy_flag,discrepancy_amount
INV-3172,PO-2237,V001,TechNova Solutions,2024-02-12,2024-04-12,193872.84,60,20,Overdue,No,0
INV-3173,PO-2107,V007,DataMind Analytics,2024-01-03,2024-01-18,278373.1,15,34,Paid,No,0
INV-3174,PO-2174,V010,BuildRight Facilities,2024-01-04,2024-02-18,205805.24,45,9,Premature Payment,No,0
INV-3175,PO-2162,V007,DataMind Analytics,2024-02-09,2024-03-10,188140.0,30,37,Overdue,Yes,3016.44
INV-3176,PO-2155,V001,TechNova Solutions,2024-02-27,2024-03-13,81813.48,15,17,Overdue,No,0
INV-3177,PO-2048,V004,OfficeEdge Corp,2024-01-26,2024-02-25,157767.58,30,26,Paid,No,0
INV-3178,PO-2269,V008,SwiftShip Partners,2024-03-02,2024-05-01,152045.41,60,63,Paid,No,0
INV-3179,PO-2019,V005,CloudSystems Ltd,2024-01-27,2024-02-26,232772.2,30,26,Pending,No,0
INV-3180,PO-2171,V008,SwiftShip Partners,2024-01-12,2024-04-11,116582.67,90,86,Paid,No,0
INV-3181,PO-2296,V008,SwiftShip Partners,2024-01-03,2024-01-18,266811.17,15,18,Pending,No,0
INV-3182,PO-2273,V005,CloudSystems Ltd,2024-02-05,2024-03-06,191835.83,30,30,Paid,No,0
INV-3183,PO-2008,V006,EcoSupply Co,2024-01-15,2024-01-30,231949.74,15,14,Paid,No,0
INV-3184,PO-2073,V010,BuildRight Facilities,2024-02-04,2024-02-19,168107.92,15,13,Paid,No,0
INV-3185,PO-2026,V005,CloudSystems Ltd,2024-02-26,2024-03-27,172437.84,30,26,Paid,No,0
INV-3186,PO-2201,V003,PrimeConsult Inc,2024-02-24,2024-03-10,9183.31,15,11,Paid,No,0
INV-3187,PO-2171,V003,PrimeConsult Inc,2024-02-09,2024-05-09,211550.94,90,95,Pending,Yes,327.34
INV-3188,PO-2240,V004,OfficeEdge Corp,2024-01-12,2024-04-11,214013.16,90,86,Premature Payment,Yes,305.51
INV-3189,PO-2133,V002,GreenBridge Logistics,2024-01-19,2024-03-19,136947.46,60,62,Paid,No,0
INV-3190,PO-2244,V006,EcoSupply Co,2024-01-09,2024-02-23,117927.04,45,45,Paid,No,0
INV-3191,PO-2261,V002,GreenBridge Logistics,2024-01-17,2024-03-17,105756.53,60,57,Paid,No,0
INV-3192,PO-2273,V002,GreenBridge Logistics,2024-02-08,2024-02-23,122002.95,15,15,Paid,No,0
INV-3193,PO-2197,V008,SwiftShip Partners,2024-03-02,2024-05-01,120544.53,60,58,Pending,No,0
INV-3194,PO-2279,V002,GreenBridge Logistics,2024-02-13,2024-05-13,102543.89,90,91,Pending,Yes,305.25
INV-3195,PO-2167,V004,OfficeEdge Corp,2024-02-29,2024-03-15,52339.09,15,19,Pending,No,0
INV-3196,PO-2195,V009,CapitalSoft,2024-01-14,2024-03-14,29747.35,60,57,Paid,Yes,81.32
INV-3197,PO-2076,V006,EcoSupply Co,2024-01-01,2024-01-16,148541.4,15,11,Paid,No,0
INV-3198,PO-2154,V003,PrimeConsult Inc,2024-02-10,2024-03-26,136165.84,45,46,Pending,Yes,138.05
INV-3199,PO-2299,V010,BuildRight Facilities,2024-01-12,2024-02-26,238406.82,45,46,Pending,No,0
INV-3200,PO-2190,V001,TechNova Solutions,2024-01-08,2024-04-07,183641.48,90,91,Pending,No,0
INV-3201,PO-2145,V009,CapitalSoft,2024-01-15,2024-01-30,290385.91,15,18,Pending,No,0
INV-3202,PO-2280,V001,TechNova Solutions,2024-02-25,2024-05-25,70954.73,90,91,Pending,Yes,232.71
INV-3203,PO-2214,V004,OfficeEdge Corp,2024-02-16,2024-04-16,198915.02,60,57,Paid,Yes,429.5
INV-3204,PO-2250,V003,PrimeConsult Inc,2024-01-19,2024-02-18,86897.03,30,27,Paid,No,0
INV-3205,PO-2093,V007,DataMind Analytics,2024-02-24,2024-03-25,292505.02,30,26,Paid,Yes,437.07
INV-3206,PO-2218,V008,SwiftShip Partners,2024-01-24,2024-04-23,153069.77,90,92,Paid,No,0
INV-3207,PO-2280,V010,BuildRight Facilities,2024-02-22,2024-04-22,2725.28,60,58,Pending,No,0
INV-3208,PO-2298,V010,BuildRight Facilities,2024-01-15,2024-01-30,110407.52,15,19,Paid,No,0
INV-3209,PO-2265,V008,SwiftShip Partners,2024-02-29,2024-03-15,288540.46,15,12,Pending,No,0
INV-3210,PO-2028,V002,GreenBridge Logistics,2024-02-09,2024-05-09,157245.36,90,86,Paid,No,0
INV-3211,PO-2216,V006,EcoSupply Co,2024-02-12,2024-02-27,160742.46,15,17,Paid,Yes,308.28
INV-3212,PO-2032,V006,EcoSupply Co,2024-02-03,2024-03-19,288194.1,45,44,Paid,No,0
INV-3213,PO-2147,V008,SwiftShip Partners,2024-01-04,2024-04-03,173653.26,90,85,Pending,No,0
INV-3214,PO-2068,V008,SwiftShip Partners,2024-02-02,2024-05-02,25211.79,90,86,Overdue,No,0
INV-3215,PO-2229,V010,BuildRight Facilities,2024-01-20,2024-03-05,84651.09,45,40,Pending,No,0
INV-3216,PO-2044,V006,EcoSupply Co,2024-02-13,2024-03-29,242448.29,45,43,Paid,No,0
INV-3217,PO-2226,V003,PrimeConsult Inc,2024-01-31,2024-03-01,178865.46,30,32,Pending,Yes,396.67
INV-3218,PO-2086,V003,PrimeConsult Inc,2024-01-07,2024-02-21,63651.6,45,40,Pending,No,0
INV-3219,PO-2200,V008,SwiftShip Partners,2024-02-18,2024-04-03,119924.07,45,47,Pending,No,0
INV-3220,PO-2272,V008,SwiftShip Partners,2024-02-10,2024-05-10,79156.23,90,91,Paid,Yes,221.9
INV-3221,PO-2172,V001,TechNova Solutions,2024-02-04,2024-05-04,29660.61,90,95,Paid,Yes,324.72
INV-3222,PO-2100,V005,CloudSystems Ltd,2024-01-31,2024-02-15,80492.8,15,14,Pending,Yes,257.5
INV-3223,PO-2007,V009,CapitalSoft,2024-01-09,2024-02-08,101553.28,30,30,Paid,No,0
INV-3224,PO-2129,V007,DataMind Analytics,2024-02-06,2024-02-21,29760.78,15,20,Paid,No,0
INV-3225,PO-2062,V004,OfficeEdge Corp,2024-01-16,2024-04-15,10695.51,90,86,Paid,No,0
INV-3226,PO-2095,V002,GreenBridge Logistics,2024-01-15,2024-02-14,257004.03,30,31,Pending,No,0
INV-3227,PO-2166,V005,CloudSystems Ltd,2024-02-24,2024-03-10,88723.3,15,20,Paid,No,0
INV-3228,PO-2133,V005,CloudSystems Ltd,2024-01-08,2024-01-23,49008.83,15,14,Pending,Yes,224.87
INV-3229,PO-2092,V005,CloudSystems Ltd,2024-02-20,2024-03-06,53789.88,15,17,Premature Payment,No,0
INV-3230,PO-2133,V008,SwiftShip Partners,2024-02-26,2024-05-26,32974.93,90,91,Paid,No,0
INV-3231,PO-2077,V002,GreenBridge Logistics,2024-03-04,2024-03-19,10940.84,15,19,Pending,Yes,58.44
INV-3232,PO-2295,V001,TechNova Solutions,2024-02-20,2024-04-20,279901.67,60,59,Paid,No,0
INV-3233,PO-2002,V001,TechNova Solutions,2024-01-29,2024-03-29,154857.21,60,62,Paid,No,0
INV-3234,PO-2156,V007,DataMind Analytics,2024-02-12,2024-04-12,286269.53,60,56,Paid,No,0
INV-3235,PO-2236,V007,DataMind Analytics,2024-01-11,2024-01-26,17030.8,15,15,Paid,No,0
INV-3236,PO-2200,V005,CloudSystems Ltd,2024-02-08,2024-03-09,194513.88,30,33,Paid,Yes,347.33
INV-3237,PO-2019,V002,GreenBridge Logistics,2024-01-18,2024-03-03,189369.81,45,47,Paid,Yes,380.9
INV-3238,PO-2256,V004,OfficeEdge Corp,2024-02-09,2024-05-09,8096.7,90,88,Paid,No,0
INV-3239,PO-2022,V009,CapitalSoft,2024-02-13,2024-04-13,289503.68,60,55,Paid,No,0
INV-3240,PO-2037,V007,DataMind Analytics,2024-01-30,2024-04-29,35897.04,90,92,Disputed,No,0
INV-3241,PO-2067,V001,TechNova Solutions,2024-02-01,2024-04-01,220770.19,60,65,Paid,No,0
INV-3242,PO-2088,V001,TechNova Solutions,2024-02-28,2024-03-14,52088.58,15,14,Pending,No,0
INV-3243,PO-2104,V010,BuildRight Facilities,2024-01-09,2024-01-24,19655.31,15,11,Paid,No,0
INV-3244,PO-2110,V007,DataMind Analytics,2024-02-11,2024-04-11,101534.26,60,60,Paid,No,0
INV-3245,PO-2087,V001,TechNova Solutions,2024-02-23,2024-04-08,178129.03,45,41,Paid,No,0
INV-3246,PO-2052,V006,EcoSupply Co,2024-01-18,2024-03-18,166245.62,60,58,Disputed,No,0
INV-3247,PO-2004,V010,BuildRight Facilities,2024-01-01,2024-01-31,113151.25,30,25,Overdue,No,0
INV-3248,PO-2074,V003,PrimeConsult Inc,2024-01-27,2024-04-26,277878.02,90,89,Paid,Yes,361.56
INV-3249,PO-2256,V005,CloudSystems Ltd,2024-01-24,2024-03-24,157164.52,60,58,Disputed,No,0
INV-3250,PO-2061,V010,BuildRight Facilities,2024-01-25,2024-03-10,285114.27,45,45,Paid,No,0
INV-3251,PO-2107,V009,CapitalSoft,2024-02-29,2024-05-29,293049.05,90,90,Overdue,No,0
INV-3252,PO-2023,V005,CloudSystems Ltd,2024-01-21,2024-02-05,16394.17,15,12,Pending,Yes,273.88
INV-3253,PO-2023,V001,TechNova Solutions,2024-02-28,2024-04-13,193635.82,45,43,Paid,No,0
INV-3254,PO-2264,V002,GreenBridge Logistics,2024-03-03,2024-06-01,222254.86,90,87,Paid,No,0
INV-3255,PO-2102,V002,GreenBridge Logistics,2024-02-23,2024-03-24,21722.42,30,32,Paid,No,0
INV-3256,PO-2103,V006,EcoSupply Co,2024-02-22,2024-03-08,69403.94,15,15,Paid,No,0
INV-3257,PO-2075,V007,DataMind Analytics,2024-02-25,2024-03-11,267463.86,15,17,Paid,No,0
INV-3258,PO-2100,V004,OfficeEdge Corp,2024-02-28,2024-04-28,278402.19,60,57,Paid,No,0
INV-3259,PO-2070,V006,EcoSupply Co,2024-02-05,2024-03-06,292678.99,30,30,Paid,No,0
INV-3260,PO-2152,V002,GreenBridge Logistics,2024-01-29,2024-03-29,255569.58,60,61,Paid,No,0
INV-3261,PO-2211,V010,BuildRight Facilities,2024-01-12,2024-04-11,47458.04,90,87,Paid,No,0
INV-3262,PO-2127,V009,CapitalSoft,2024-02-24,2024-03-25,147019.41,30,34,Paid,Yes,175.63
INV-3263,PO-2214,V004,OfficeEdge Corp,2024-01-01,2024-03-31,98525.14,90,88,Overdue,No,0
INV-3264,PO-2232,V001,TechNova Solutions,2024-01-13,2024-03-13,12497.57,60,63,Paid,Yes,265.67
INV-3265,PO-2184,V008,SwiftShip Partners,2024-01-17,2024-04-16,72533.19,90,85,Pending,Yes,477.47
INV-3266,PO-2236,V005,CloudSystems Ltd,2024-01-21,2024-02-05,72099.19,15,10,Paid,No,0
INV-3267,PO-2095,V010,BuildRight Facilities,2024-02-21,2024-03-07,224312.37,15,17,Paid,No,0
INV-3268,PO-2152,V006,EcoSupply Co,2024-01-05,2024-01-20,188229.88,15,20,Paid,No,0
INV-3269,PO-2172,V007,DataMind Analytics,2024-01-11,2024-04-10,225989.96,90,93,Paid,No,0
INV-3270,PO-2021,V001,TechNova Solutions,2024-02-29,2024-04-14,154663.58,45,40,Paid,No,0
INV-3271,PO-2172,V006,EcoSupply Co,2024-01-18,2024-04-17,110246.68,90,86,Paid,No,0
INV-3272,PO-2165,V004,OfficeEdge Corp,2024-01-29,2024-03-29,162120.33,60,64,Overdue,No,0
INV-3273,PO-2191,V006,EcoSupply Co,2024-01-09,2024-04-08,269430.94,90,95,Paid,No,0
INV-3274,PO-2232,V006,EcoSupply Co,2024-02-07,2024-05-07,135996.99,90,93,Pending,Yes,369.42
INV-3275,PO-2092,V010,BuildRight Facilities,2024-02-20,2024-03-06,110759.68,15,13,Overdue,Yes,89.29
INV-3276,PO-2255,V005,CloudSystems Ltd,2024-01-19,2024-02-03,287497.82,15,11,Paid,No,0
INV-3277,PO-2243,V003,PrimeConsult Inc,2024-01-17,2024-04-16,262560.45,90,95,Paid,Yes,486.31
INV-3278,PO-2267,V006,EcoSupply Co,2024-01-30,2024-02-14,126328.93,15,14,Paid,No,0
INV-3279,PO-2272,V006,EcoSupply Co,2024-03-03,2024-04-17,123801.67,45,50,Pending,No,0
INV-3280,PO-2134,V009,CapitalSoft,2024-01-22,2024-03-07,133854.26,45,49,Paid,No,0
INV-3281,PO-2086,V004,OfficeEdge Corp,2024-02-28,2024-04-13,145530.81,45,40,Paid,No,0
INV-3282,PO-2083,V010,BuildRight Facilities,2024-01-20,2024-04-19,277277.43,90,89,Paid,No,0
INV-3283,PO-2095,V004,OfficeEdge Corp,2024-02-17,2024-04-02,35516.74,45,49,Paid,No,0
INV-3284,PO-2191,V004,OfficeEdge Corp,2024-01-19,2024-02-03,168964.93,15,20,Paid,No,0
INV-3285,PO-2256,V008,SwiftShip Partners,2024-02-21,2024-03-22,162190.05,30,33,Paid,No,0
INV-3286,PO-2243,V003,PrimeConsult Inc,2024-02-07,2024-03-23,284362.82,45,42,Paid,No,0
INV-3287,PO-2246,V005,CloudSystems Ltd,2024-01-15,2024-04-14,290896.86,90,95,Paid,Yes,202.41
INV-3288,PO-2229,V001,TechNova Solutions,2024-01-29,2024-04-28,42257.28,90,86,Paid,Yes,327.88
INV-3289,PO-2101,V006,EcoSupply Co,2024-02-05,2024-02-20,28198.1,15,19,Pending,No,0
INV-3290,PO-2202,V001,TechNova Solutions,2024-03-06,2024-05-05,25535.07,60,65,Pending,No,0
INV-3291,PO-2204,V004,OfficeEdge Corp,2024-02-16,2024-05-16,147394.38,90,94,Paid,No,0
INV-3292,PO-2177,V003,PrimeConsult Inc,2024-02-06,2024-04-06,214931.15,60,60,Paid,No,0
INV-3293,PO-2227,V006,EcoSupply Co,2024-02-23,2024-04-23,92771.56,60,63,Paid,Yes,383.69
INV-3294,PO-2107,V005,CloudSystems Ltd,2024-01-19,2024-03-19,49555.21,60,61,Paid,No,0
INV-3295,PO-2140,V005,CloudSystems Ltd,2024-02-22,2024-05-22,142646.63,90,90,Paid,Yes,89.8
INV-3296,PO-2096,V007,DataMind Analytics,2024-01-26,2024-03-26,52880.46,60,64,Pending,No,0
INV-3297,PO-2253,V007,DataMind Analytics,2024-02-08,2024-04-08,87194.22,60,55,Pending,No,0
INV-3298,PO-2154,V009,CapitalSoft,2024-02-03,2024-03-04,222086.88,30,25,Pending,No,0
INV-3299,PO-2062,V008,SwiftShip Partners,2024-01-04,2024-02-18,37690.99,45,46,Paid,No,0
INV-3300,PO-2244,V005,CloudSystems Ltd,2024-02-03,2024-02-18,148168.54,15,19,Pending,Yes,304.51
INV-3301,PO-2075,V002,GreenBridge Logistics,2024-01-08,2024-04-07,112274.06,90,85,Pending,No,0
INV-3302,PO-2215,V006,EcoSupply Co,2024-02-16,2024-03-17,138582.67,30,30,Paid,No,0
INV-3303,PO-2100,V006,EcoSupply Co,2024-03-06,2024-04-20,15090.11,45,48,Pending,No,0
INV-3304,PO-2139,V003,PrimeConsult Inc,2024-02-08,2024-05-08,229524.47,90,87,Paid,No,0
INV-3305,PO-2266,V006,EcoSupply Co,2024-01-18,2024-04-17,29202.11,90,90,Pending,No,0
INV-3306,PO-2112,V005,CloudSystems Ltd,2024-01-14,2024-03-14,112217.75,60,61,Paid,No,0
INV-3307,PO-2236,V003,PrimeConsult Inc,2024-02-23,2024-03-24,151263.18,30,33,Pending,No,0
INV-3308,PO-2072,V002,GreenBridge Logistics,2024-02-16,2024-03-17,35411.41,30,25,Paid,No,0
INV-3309,PO-2156,V008,SwiftShip Partners,2024-01-23,2024-04-22,266973.05,90,93,Pending,No,0
INV-3310,PO-2158,V001,TechNova Solutions,2024-01-30,2024-02-14,223465.83,15,13,Paid,No,0
INV-3311,PO-2010,V003,PrimeConsult Inc,2024-01-10,2024-01-25,63347.38,15,16,Pending,No,0
INV-3312,PO-2061,V008,SwiftShip Partners,2024-03-01,2024-03-16,227321.54,15,13,Paid,No,0
INV-3313,PO-2106,V005,CloudSystems Ltd,2024-01-16,2024-03-01,13462.81,45,50,Paid,No,0
INV-3314,PO-2143,V010,BuildRight Facilities,2024-01-19,2024-02-18,270401.87,30,35,Paid,No,0
INV-3315,PO-2292,V010,BuildRight Facilities,2024-03-05,2024-04-04,104677.04,30,33,Pending,No,0
INV-3316,PO-2088,V002,GreenBridge Logistics,2024-02-06,2024-05-06,30182.15,90,85,Paid,No,0
INV-3317,PO-2226,V009,CapitalSoft,2024-01-24,2024-02-08,1796.51,15,13,Disputed,Yes,214.91
INV-3318,PO-2058,V002,GreenBridge Logistics,2024-02-22,2024-04-07,54664.14,45,46,Paid,No,0
INV-3319,PO-2286,V006,EcoSupply Co,2024-02-06,2024-02-21,37522.81,15,18,Paid,No,0
INV-3320,PO-2228,V001,TechNova Solutions,2024-02-09,2024-04-09,25133.26,60,56,Paid,Yes,320.18
INV-3321,PO-2189,V004,OfficeEdge Corp,2024-03-01,2024-04-15,166397.81,45,46,Paid,No,0
INV-3322,PO-2062,V003,PrimeConsult Inc,2024-01-11,2024-03-11,4329.36,60,65,Paid,Yes,285.2
INV-3323,PO-2187,V003,PrimeConsult Inc,2024-01-09,2024-04-08,118746.03,90,86,Pending,No,0
INV-3324,PO-2298,V004,OfficeEdge Corp,2024-02-05,2024-05-05,101920.18,90,91,Paid,Yes,376.34
INV-3325,PO-2143,V010,BuildRight Facilities,2024-03-06,2024-05-05,82255.35,60,60,Paid,Yes,494.39
INV-3326,PO-2016,V003,PrimeConsult Inc,2024-01-18,2024-02-02,230515.87,15,11,Paid,Yes,153.87
INV-3327,PO-2168,V002,GreenBridge Logistics,2024-02-18,2024-03-04,221470.61,15,17,Pending,No,0
INV-3328,PO-2151,V003,PrimeConsult Inc,2024-01-26,2024-04-25,91174.41,90,86,Pending,Yes,406.73
INV-3329,PO-2221,V008,SwiftShip Partners,2024-01-05,2024-02-19,147329.98,45,48,Paid,No,0
INV-3330,PO-2091,V002,GreenBridge Logistics,2024-01-05,2024-02-19,115397.15,45,46,Paid,No,0
INV-3331,PO-2200,V009,CapitalSoft,2024-02-09,2024-03-25,197993.6,45,42,Paid,No,0
INV-3332,PO-2260,V008,SwiftShip Partners,2024-01-21,2024-04-20,229321.34,90,95,Paid,Yes,264.16
INV-3333,PO-2165,V001,TechNova Solutions,2024-02-06,2024-04-06,117719.75,60,64,Premature Payment,No,0
INV-3334,PO-2175,V001,TechNova Solutions,2024-01-04,2024-01-19,8930.02,15,12,Pending,No,0
INV-3335,PO-2127,V007,DataMind Analytics,2024-02-01,2024-03-17,29656.34,45,45,Paid,No,0
INV-3336,PO-2059,V004,OfficeEdge Corp,2024-02-09,2024-05-09,194600.81,90,86,Disputed,No,0
INV-3337,PO-2137,V006,EcoSupply Co,2024-02-23,2024-05-23,51348.88,90,90,Paid,Yes,305.62
INV-3338,PO-2294,V001,TechNova Solutions,2024-02-11,2024-05-11,208939.56,90,85,Premature Payment,Yes,306.66
INV-3339,PO-2086,V002,GreenBridge Logistics,2024-02-13,2024-02-28,242593.81,15,20,Paid,Yes,276.25
INV-3340,PO-2148,V010,BuildRight Facilities,2024-01-28,2024-03-28,90206.51,60,58,Paid,No,0
INV-3341,PO-2173,V005,CloudSystems Ltd,2024-01-13,2024-04-12,14735.64,90,91,Pending,No,0
INV-3342,PO-2155,V005,CloudSystems Ltd,2024-01-10,2024-04-09,20647.3,90,92,Paid,No,0
INV-3343,PO-2206,V009,CapitalSoft,2024-02-23,2024-04-23,241335.95,60,65,Paid,No,0
INV-3344,PO-2265,V005,CloudSystems Ltd,2024-01-03,2024-03-03,187676.68,60,65,Pending,No,0
INV-3345,PO-2290,V003,PrimeConsult Inc,2024-02-25,2024-03-26,173264.57,30,35,Premature Payment,Yes,170.57
INV-3346,PO-2223,V001,TechNova Solutions,2024-02-08,2024-03-24,156919.74,45,47,Paid,No,0
INV-3347,PO-2083,V007,DataMind Analytics,2024-02-06,2024-02-21,95936.63,15,20,Paid,Yes,170.12
INV-3348,PO-2015,V005,CloudSystems Ltd,2024-01-25,2024-02-24,206213.04,30,31,Paid,No,0
INV-3349,PO-2104,V004,OfficeEdge Corp,2024-01-05,2024-02-19,239214.91,45,47,Paid,Yes,239.91
INV-3350,PO-2022,V003,PrimeConsult Inc,2024-01-23,2024-02-07,82177.23,15,14,Pending,No,0
